Customer/Merchant ID,Product ID,Policy Type,Premium Amount,Policy Term,Claim Status
CUS4SARHADWINX1,PROD120356,Life,35517,16,No Claim
CUSXLTK9ZEJTYE8,PROD120362,General,201186,11,No Claim
CUSQSBWEF182YC5,PROD120371,Life,104872,23,No Claim
CUSWWAGLMNEKI53,PROD120373,Health,171434,12,No Claim
CUSTR00Q5BDWCTJ,PROD120374,Life,118873,19,No Claim
CUSTIWBSR1NHRUK,PROD120383,Life,128464,25,Claim Filed
CUS0CIAFMQE2MZ1,PROD120384,General,49023,24,No Claim
CUSU1WSO5OUO0W3,PROD120385,General,171978,19,No Claim
CUS5R2BZ1E451XD,PROD120387,Life,62384,14,No Claim
CUSDBT2R53WUE9S,PROD120392,Life,137243,12,No Claim
CUSH79EZMVD77R5,PROD120394,Health,82625,25,No Claim
CUS04RMJPP0L0P4,PROD120405,General,32328,20,No Claim
CUSODFWSZEJEIS4,PROD120408,Life,230314,13,No Claim
CUSEY71XOGDJIIE,PROD120412,Health,94053,16,No Claim
CUSP91IK9PWKWXX,PROD120419,General,160137,6,No Claim
CUSP9JHT82GQJIT,PROD120420,General,51428,5,No Claim
CUSM456O0MYRG90,PROD120422,Health,188578,19,No Claim
CUS5P96OY9ONNMI,PROD120424,Life,108072,17,No Claim
CUS7JLC0S8IVTR3,PROD120427,General,85480,22,No Claim
CUS2ZC8GSIQLYS7,PROD120428,Life,246179,25,No Claim
CUSS9RZ9UUQTM09,PROD120439,Life,112872,18,No Claim
CUSF2RZ9W2YT9WU,PROD120452,General,158904,19,No Claim
CUS6G260W3TN525,PROD120457,General,74529,20,No Claim
681373136172,PROD120463,Life,166305,19,No Claim
CUSHK1UITONS7VY,PROD120488,Health,92708,24,No Claim
CUSAQIQ9KQN48Y6,PROD120490,Life,94485,22,No Claim
CUSGRN7Q5ZQDMF5,PROD120495,General,196200,18,No Claim
CUS9MYZG8YCQOAR,PROD120501,Health,153285,17,No Claim
CUSUARPOWGEEJ6Z,PROD120502,Life,181278,25,No Claim
618280868986,PROD120509,Life,243227,23,No Claim
CUSXL9J2Y68YQ4S,PROD120511,Health,82197,8,No Claim
CUSFLD6HJB653FY,PROD120512,General,163479,6,No Claim
CUSDAZV6RKZTJHW,PROD120517,Life,133010,16,No Claim
CUS2EN8YJBPOB9O,PROD120518,General,151683,7,No Claim
CUS1510AXZQFFG4,PROD120523,General,198845,24,No Claim
CUSVFPBI30Y15F6,PROD120536,General,219754,15,No Claim
CUSU2MU3LE5GR0P,PROD120537,General,25179,8,No Claim
CUSQU08QQRR17ZW,PROD120547,Life,64562,14,No Claim
CUSBEDWSYEUWFEU,PROD120551,Life,139693,12,No Claim
CUSCKRKUTRXLXLI,PROD120556,General,55095,16,No Claim
CUSIH0RMXHUQ4KP,PROD120562,Health,128007,9,No Claim
CUSTRFSQQUVIR08,PROD120563,Health,95960,16,No Claim
CUSE1LET5VSGKBK,PROD120564,General,167184,6,No Claim
CUS4GPX6A5D1U1P,PROD120578,Life,67476,11,No Claim
CUSVPYP50OCR2PT,PROD120579,Life,127415,23,No Claim
CUSI3RPNIQGCBD9,PROD120581,Life,124522,20,No Claim
CUSYDOTFHS0FOD2,PROD120597,Life,128614,9,No Claim
CUSQF0HU2TS2Z8O,PROD120603,Life,60297,5,No Claim
403707925639,PROD120604,Health,213500,13,No Claim
CUS5HIUR5QL910W,PROD120605,General,228145,8,Claim Settled
CUS9EKQRNUINW2B,PROD120608,Health,136964,18,No Claim
CUSSZTN42E0M7QM,PROD120612,Health,214111,12,No Claim
CUS3WLII0R177OH,PROD120618,Life,173228,16,No Claim
CUSNHTYKMP3FL7D,PROD120619,Health,25303,11,No Claim
CUSH7N7FH0RLX4J,PROD120626,Life,94323,13,No Claim
CUSTBGKOSUG8NML,PROD120639,General,172179,9,No Claim
CUSZ95BRFJ7KOHG,PROD120648,Health,172662,13,No Claim
CUSW6RUL3TBDI3G,PROD120651,Health,73030,23,No Claim
CUSF7HUZSWVL3KJ,PROD120654,Life,105121,12,No Claim
CUSAKTT764KFXN4,PROD120659,Health,229640,11,No Claim
CUSL5MZ1LIC5SWU,PROD120663,General,87921,22,Claim Filed
176139818628,PROD120667,General,245672,12,No Claim
CUSTNXYRX7H299K,PROD120673,Life,54654,25,No Claim
CUSPWUM3ZCYEE3L,PROD120674,Health,234766,8,No Claim
832094142219,PROD120681,Life,99117,24,No Claim
CUSZKFY5PC5F8YW,PROD120683,Life,243684,20,No Claim
244012701402,PROD120701,Life,153903,16,No Claim
CUS7A8YAN7W5VC9,PROD120718,Health,92597,21,Claim Filed
CUS365TFEY2Y4JM,PROD120725,Health,99629,23,No Claim
359260695772,PROD120738,General,43232,11,No Claim
CUSG7R7QRKACJVS,PROD120744,Life,207871,10,No Claim
CUS28G54TTH8OPR,PROD120745,Health,38678,9,No Claim
CUSJ12L6JVV64S5,PROD120748,Health,101902,16,No Claim
CUSRKPOZMEVV07M,PROD120751,Life,219788,24,No Claim
CUSM7QUI2V1UJZA,PROD120756,Life,92044,12,No Claim
CUS0IMTBBWE28ED,PROD120758,Health,107098,24,No Claim
CUSXKG9O2HLR8UX,PROD120762,Health,120141,21,No Claim
CUSHE81BRTP16AC,PROD120766,General,55794,6,No Claim
CUS56IFNM9NCRQV,PROD120782,Life,138957,17,No Claim
CUSSXK6ZTHSKB7U,PROD120786,Health,211949,9,No Claim
CUSTDAEYGWHTR1W,PROD120791,General,75035,22,No Claim
CUS7ZNVBL9M12WJ,PROD120797,Health,249190,11,No Claim
CUSE94ZEO67A24A,PROD120798,General,88339,15,Claim Filed
CUSQAO2BVXRP3Z7,PROD120808,Health,119696,9,No Claim
CUSRE4FKV31IX1O,PROD120819,General,67654,15,No Claim
CUS7QMGB5MUA58C,PROD120823,Health,243947,22,No Claim
CUSXZN77I8UCTPV,PROD120829,Health,128270,20,No Claim
CUSQ4XESGX1WU1I,PROD120830,Life,95509,9,No Claim
CUSI4Z2M3ZAS1MN,PROD120832,Health,77558,21,No Claim
CUS3UTIUMW6ASGF,PROD120837,Life,142120,14,No Claim
675171084138,PROD120839,Health,65970,18,No Claim
CUSJYV3FNNPMMAF,PROD120840,Life,36205,14,No Claim
CUSTJ91AZ1YAN1U,PROD120856,General,249838,21,No Claim
CUSRVTFMRMQ9PKL,PROD120863,Life,71089,19,No Claim
CUSGCRMIGHTK3PZ,PROD120867,Health,130945,17,No Claim
CUSDEEYVHAW0ZL4,PROD120869,Health,71068,25,No Claim
CUSOJNWAC5ZN6JF,PROD120871,Life,85252,10,No Claim
CUST5FQS1DYKNN2,PROD120876,General,196236,10,No Claim
CUSHA0WOS7KA2I5,PROD120877,Life,177689,18,No Claim
CUSYNGNHG7KBDZ7,PROD120879,Health,64668,17,No Claim
CUSIPWT56AZS207,PROD120881,General,118953,18,No Claim
CUSEM1OVLIN2VRG,PROD120891,Life,42804,19,No Claim
CUSUO7Z6I04NFVA,PROD120895,Health,93828,15,No Claim
169191256124,PROD120910,Life,224045,5,No Claim
CUSU6B15X8G1HZV,PROD120913,General,151920,6,No Claim
CUS0O0G4UDNR32I,PROD120922,Health,223010,10,No Claim
CUSFXWY2XO5YB5I,PROD120928,Health,111319,22,No Claim
CUS6DQFP8FQOD8A,PROD120932,General,85716,24,No Claim
898748550610,PROD120938,Life,50893,14,No Claim
CUS42AHPFJYRE16,PROD120939,Health,64972,10,No Claim
CUSTT7G4V7HZQQC,PROD120940,General,144788,11,No Claim
CUS7K2NYMOLEBLZ,PROD120941,Life,134055,11,No Claim
CUSJ08V0B9Z2QAR,PROD120947,Life,44798,25,No Claim
CUSN9CWYW8NQ3OC,PROD120948,Health,194228,7,Claim Settled
CUS14SGAC43Q95T,PROD120955,Life,151847,21,No Claim
CUSMX61ZW3PU61K,PROD120957,General,31905,25,No Claim
CUS5JBHT17UX02M,PROD120958,Health,217344,5,No Claim
309108798316,PROD120962,Health,129166,15,No Claim
CUS18B850PK5LMF,PROD120964,General,68957,14,No Claim
669774190454,PROD120973,Life,182078,15,No Claim
CUSQT78T1ZSFVAP,PROD120990,Life,228048,7,No Claim
CUSE4GQGWE7T7UA,PROD120991,General,194727,20,No Claim
CUSKVD08RYDYJ28,PROD121009,Health,245430,8,No Claim
CUSYKAQB6J9ME1V,PROD121010,Life,104619,15,No Claim
CUSILP0E6DIVVO2,PROD121015,General,244063,10,No Claim
CUS20BKAW2CGWW5,PROD121018,Health,73293,15,No Claim
CUS4LF30EKIA3HY,PROD121024,General,175623,16,No Claim
CUSGTZAEFJ9GBE8,PROD121026,Health,64029,18,No Claim
CUS1XS3QERX5DOL,PROD121032,Health,163018,9,No Claim
CUSH972E47AHOW5,PROD121033,Health,168164,6,No Claim
CUSW2QGH7JL8YOU,PROD121048,Life,153587,15,No Claim
CUSMFCBJ5LEZMV0,PROD121052,Life,147806,22,No Claim
CUS36DTR3X64M0Z,PROD121053,Life,112590,5,No Claim
CUSECLPSRM3MH11,PROD121055,Health,72950,12,No Claim
CUSJNSDZOY2TC85,PROD121056,Health,222717,15,No Claim
CUSVSB33YRFY8FT,PROD121057,Life,68256,22,No Claim
CUSJB97OTAI5THQ,PROD121065,Health,51171,15,No Claim
CUSQ3KVJ9Z1CA9I,PROD121070,Life,198111,25,No Claim
CUS9PZD2YYPBW4L,PROD121071,General,105470,23,No Claim
CUSFDY4SN40T3RL,PROD121073,Health,151248,9,Claim Settled
CUS6J3M3O5PQ7AG,PROD121084,General,96570,14,No Claim
CUS698UC5TWGWLH,PROD121085,General,94934,21,No Claim
CUS64A02SJQ7OLO,PROD121096,General,48202,21,No Claim
CUSY3LNCE01LUS9,PROD121097,Health,137674,8,Claim Filed
951140621761,PROD121105,Health,81344,25,No Claim
CUSZIMHIPIQEAG3,PROD121107,General,242410,12,No Claim
154594962878,PROD121109,Health,168349,11,No Claim
CUS9L8JATIBJ327,PROD121114,Health,36979,13,No Claim
CUS4RW2SP2E7XWX,PROD121115,Life,214989,15,No Claim
CUSCOXKQ5P52DWH,PROD121118,General,213506,11,No Claim
CUSB9H9WCI268XZ,PROD121121,Life,36256,23,No Claim
CUSEARXWU2P8NF3,PROD121123,General,141946,5,No Claim
CUSUWEWSMSTRVBB,PROD121126,Life,190256,25,No Claim
CUSC4SL05SC51SJ,PROD121129,Life,99924,25,No Claim
CUSO9C2GEZSGC1P,PROD121131,Life,179827,16,No Claim
CUSUSX2A9RCHKMY,PROD121132,General,186102,15,Claim Settled
CUSFFYRIJQ5P9KL,PROD121133,Health,46607,7,No Claim
CUSXXSYKQVOX2N5,PROD121144,Health,113777,18,No Claim
CUS335OPMVDH405,PROD121145,Life,238416,25,No Claim
CUSV6ZQE164GXZ7,PROD121163,Life,165748,14,No Claim
CUSQBCU0AKNSCCZ,PROD121171,General,59724,13,No Claim
CUSHTAB92WC3BNE,PROD121177,Health,67859,6,No Claim
CUSVQI6AOQZX5AF,PROD121183,General,231826,25,No Claim
CUSOYTOL2JJJMGL,PROD121189,Life,114070,12,No Claim
936052928942,PROD121190,Health,56635,18,No Claim
CUSK02AIBQLSNBF,PROD121196,Life,130086,9,No Claim
CUSL8F88CCHGSW3,PROD121205,Health,202050,10,No Claim
CUSMQ1MBCDMJVLF,PROD121206,General,54381,9,No Claim
CUS36I8S41CN97W,PROD121215,General,226713,5,No Claim
CUSCDWJ6RISMWVD,PROD121228,Life,244546,14,No Claim
CUSW6MIRTWGKCRN,PROD121234,General,119285,16,No Claim
CUSGCMCXOCCV8V2,PROD121239,Health,177950,19,No Claim
CUSYZR7I97EMG1L,PROD121244,General,109011,14,No Claim
CUS97QZ74WBZHMU,PROD121251,Life,146301,8,No Claim
CUSAD39DCYINRTT,PROD121263,Life,238057,9,No Claim
CUSUX925NGKQC22,PROD121264,Health,69156,9,No Claim
CUSNDQ76UQHDE77,PROD121266,Health,245283,8,No Claim
CUSUM51TL35BDLH,PROD121273,General,144397,15,No Claim
CUSBFOZBRGLJRAV,PROD121275,Life,43889,19,No Claim
CUSSM60ALQ1GIGV,PROD121280,Health,206836,25,No Claim
CUSH9SQ0RFPYK93,PROD121291,Life,180445,12,No Claim
679733782541,PROD121299,General,147525,9,No Claim
CUSEVKENCPON439,PROD121306,Health,130977,21,No Claim
CUSYN0QGV1RCXCR,PROD121314,Life,135977,7,No Claim
CUS2XL5WS6UN87W,PROD121318,Health,46335,9,No Claim
CUSQTVVA9UQ6HH4,PROD121326,Health,244775,16,No Claim
CUSTHJUV775ZCBW,PROD121328,Life,57851,21,Claim Settled
CUSRTDJBPSL1GW2,PROD121332,Life,48389,15,No Claim
CUSJGJOP89FWLFZ,PROD121334,Health,187167,21,No Claim
589683649336,PROD121343,Health,58840,6,No Claim
CUSQOKB32EWMS8M,PROD121359,Health,116049,17,No Claim
CUSX37ZOWFD09DK,PROD121361,Life,50269,16,No Claim
CUSM625HUHAAG64,PROD121365,Health,249326,10,No Claim
CUSG3J7D1R4MW86,PROD121383,Health,81104,17,Claim Filed
552158290273,PROD121405,General,120959,12,No Claim
CUSDIR2FRHRIQPF,PROD121411,Health,235077,13,No Claim
CUS8PAJSSUUQO1V,PROD121417,Life,161010,13,No Claim
CUSWGCXRXGT8D9E,PROD121427,Life,154019,16,No Claim
CUSCSUI01MUMKMO,PROD121433,Life,166890,15,No Claim
CUSZAHT0ALQJY51,PROD121462,General,132045,12,No Claim
CUS5962FKX2RQMQ,PROD121466,General,214161,17,No Claim
CUSKW2CO821XF5P,PROD121469,Life,89735,12,No Claim
CUS1ZXWL8GL23VV,PROD121474,General,220803,9,No Claim
CUSBHGWLS7IB1SB,PROD121480,Health,180121,6,No Claim
CUSD4NAZ9SIPJZ7,PROD121484,Health,54634,12,No Claim
CUS0SXO6TIQJERT,PROD121486,Life,144202,24,No Claim
CUSJJ4DFDT3DZS4,PROD121490,General,91436,17,No Claim
CUSEIO9QZO3SXL2,PROD121493,General,143140,22,No Claim
CUSQC2LA1VYI3EK,PROD121494,General,189428,25,No Claim
CUS590UOQVBDN4D,PROD121497,Health,112596,11,No Claim
CUS3NEV01D8IDPH,PROD121508,Life,179930,10,No Claim
CUSDSBTQUV8ZINS,PROD121509,Health,234552,7,No Claim
CUSDP00NXFFBSRZ,PROD121510,General,121291,13,No Claim
CUSF2XFQ8QHXAB8,PROD121512,Life,67439,13,No Claim
CUS981EWE1NOU9B,PROD121516,Health,113711,6,No Claim
CUSA0QUQKQJLYEB,PROD121523,Health,141840,10,Claim Filed
118286007502,PROD121524,Life,55723,8,No Claim
CUSRG20DF7NDSZ0,PROD121525,Life,36849,18,No Claim
CUSE2QV91T7BMSR,PROD121529,Health,248572,15,No Claim
CUSSNRQRV88QHP5,PROD121530,Health,235355,20,No Claim
CUSB5LZ713R2LYK,PROD121536,Health,170085,9,No Claim
CUSMQ2JB1ZQXG03,PROD121542,Health,67917,7,No Claim
CUSYDQ6NB5TP7UH,PROD121550,Life,197036,14,No Claim
CUSCT07EVC8USAO,PROD121554,General,207147,14,No Claim
CUSRY0QOWW3METM,PROD121560,Life,160358,8,No Claim
CUS6EPCEW8F6N32,PROD121565,Health,78209,16,Claim Filed
CUS8V4LASWJLDDM,PROD121568,Health,121062,12,No Claim
CUSRME9AT9TVJ9P,PROD121571,Life,132159,24,No Claim
CUSYHD3A7P1NLWW,PROD121588,Life,233997,11,No Claim
CUSB4UCJ9TM0FH6,PROD121602,General,200702,14,Claim Filed
CUS3QBIMB21IVQF,PROD121605,Life,166004,15,No Claim
CUSL2ULE4V60EZ3,PROD121608,General,181575,15,No Claim
CUSLI08JOSBL0QT,PROD121610,Health,119070,5,No Claim
CUSXET1PLDU4LAL,PROD121612,Health,195562,17,No Claim
CUSNZAXZ6F7J68P,PROD121613,Health,95302,12,No Claim
CUSBA6EPCPOHZ1M,PROD121618,Health,76992,17,No Claim
CUSDF9KT2RK0BSF,PROD121630,General,247108,25,No Claim
512738656163,PROD121633,General,209567,23,No Claim
CUSA1NZRECJ0JWU,PROD121638,Health,159701,7,No Claim
CUSJWNQ5G9JFNNN,PROD121641,Health,226455,23,No Claim
CUS1J3L4E5BMEQZ,PROD121646,Health,31360,8,No Claim
CUSBCK88D0TGSIW,PROD121663,General,217070,14,No Claim
CUSQB3KS9C0FXW2,PROD121666,Health,149710,17,No Claim
CUSJMEP5QTAVF6N,PROD121668,Life,35501,24,No Claim
CUS6V2DNPCX4XYG,PROD121669,Life,243550,20,No Claim
CUSE1ENC0MYC9ES,PROD121677,General,168252,24,No Claim
CUSVYHBAII11QQX,PROD121686,Life,234929,23,No Claim
CUSYFI7Y01MUT84,PROD121692,Health,187730,6,No Claim
CUSP2CYHMW5BOVF,PROD121699,Health,225577,10,No Claim
CUS1PE1GXRD0KXD,PROD121702,Health,149214,23,No Claim
CUSO0DOEHCZSVDC,PROD121705,Life,100050,16,No Claim
CUSBYK7PKTNKQLR,PROD121712,General,221792,23,No Claim
CUSC3C5CZQWXD2Q,PROD121725,Life,100789,10,No Claim
CUSBLFO33H31HDC,PROD121727,Life,65052,24,No Claim
CUSNN1NCT6T9UWQ,PROD121742,General,55503,8,No Claim
CUSSIGE0PIOK0F7,PROD121747,Health,67231,22,No Claim
CUSA69AQNC64TKH,PROD121753,General,201594,14,No Claim
CUSHATT9BUNILQX,PROD121768,Life,99515,15,No Claim
757271344007,PROD121773,General,225390,21,No Claim
CUSY5JD9HPISYHV,PROD121778,Health,133304,20,No Claim
CUSNN18GXPCNYV7,PROD121784,Health,241088,13,No Claim
CUSRESTMUVRD0BP,PROD121786,Health,42511,8,No Claim
CUSR449WGLU438Q,PROD121791,General,192210,8,No Claim
CUS10QBMGGGFOKH,PROD121793,General,64801,10,No Claim
CUSW09R99EHUUS5,PROD121794,Life,189250,24,No Claim
CUSQSFVXHEIKX7Z,PROD121799,Life,63648,9,No Claim
479433340120,PROD121802,Life,217625,23,No Claim
CUSNF2TR0FQHIRG,PROD121805,Health,132865,21,No Claim
CUSFXTCXKNF7ONV,PROD121826,Life,69573,14,No Claim
CUSBKP9EBYESZUG,PROD121830,Life,71260,8,No Claim
CUS99J1YCPZ05RU,PROD121832,General,169576,17,No Claim
CUSRLA0ZYBEVZ63,PROD121833,Health,94776,13,No Claim
CUSWPKWIB8EXUUI,PROD121836,Health,95181,9,No Claim
CUS7J6VO0HSW299,PROD121840,Life,33261,12,No Claim
CUSP4H4Z2GIS3ID,PROD121847,Life,150773,8,No Claim
CUS23RT5O0RV7CO,PROD121853,General,112053,12,No Claim
CUSRITIDOIMN12A,PROD121857,General,200324,20,No Claim
CUSFTA08CHWCNC1,PROD121860,Life,68123,12,No Claim
CUSTCTH7DG9RFGN,PROD121866,Life,140814,19,Claim Settled
946934372604,PROD121870,Life,58311,6,No Claim
CUS9WI9IJBN9FQ5,PROD121874,General,111809,16,No Claim
173351013194,PROD121880,Life,248019,15,Claim Filed
CUSZC4BNE24TIGF,PROD121883,General,124745,5,No Claim
CUS6FUQGLBU647Z,PROD121888,General,164204,7,No Claim
CUSARGHNC2B3D5P,PROD121894,Life,177363,20,No Claim
CUS7HIWPWU29PUG,PROD121903,Life,54618,17,No Claim
CUSJ3QKNVSGS7AG,PROD121904,Health,211364,20,No Claim
CUSZIKSK9XCHD9B,PROD121909,Life,167989,23,No Claim
CUSJLSFX2R52E7T,PROD121915,Health,107217,12,No Claim
CUSRN71OP4QES1L,PROD121917,General,166935,14,No Claim
CUSJI7FDTRP2I9I,PROD121919,Health,206620,8,No Claim
CUSUCCBF079AU77,PROD121920,Health,128575,22,No Claim
CUSQWXK8ARUOEWS,PROD121939,Life,48392,21,No Claim
CUSCSFKJZA3UE1K,PROD121941,General,29442,8,No Claim
CUSEAXGHKTIGVHS,PROD121942,General,188629,13,No Claim
CUS3QJMMTOZ3CPP,PROD121943,Health,236226,18,No Claim
CUSUWYFRWC8OYNO,PROD121947,Life,91022,16,No Claim
727506766287,PROD121953,Health,231712,5,No Claim
CUS60TOROLH1C31,PROD121954,General,39190,7,No Claim
CUSCQXVQUXK3K0F,PROD121966,Health,160318,25,Claim Settled
827351855446,PROD121974,General,142220,19,No Claim
CUSLKROMOLGZSA8,PROD121975,Life,198089,18,No Claim
CUSP89FKBI4O6Q0,PROD121987,Life,236996,5,No Claim
CUS2D9QRS02WRSH,PROD121997,Health,190050,20,No Claim
CUS2V4C1USDQHDK,PROD121998,Health,216493,8,No Claim
CUS6T6X0GQLK8FH,PROD122002,General,114089,6,No Claim
CUS4R6D8YFSONSR,PROD122005,Life,230769,22,No Claim
794353776841,PROD122007,Life,219806,14,No Claim
CUSDY7ZSB3Y84BB,PROD122012,Health,177830,16,No Claim
CUSUM4Y4DE8EEDF,PROD122026,Life,200000,10,No Claim
CUSQ4XESGX1WU1I,PROD122032,Life,160953,15,No Claim
408534689081,PROD122040,General,197699,21,No Claim
CUSWR0R5FCGM6QI,PROD122044,General,207173,13,No Claim
CUSB2O9ZHKBS3SA,PROD122048,Health,67808,23,No Claim
386768302811,PROD122051,Health,184732,23,No Claim
CUSWN8AARD7DQ8V,PROD122054,Health,85716,13,No Claim
CUS5PVA5GJ5XZ6M,PROD122057,General,80139,18,No Claim
579796382557,PROD122062,General,164117,25,Claim Settled
CUS5J4MHK836IX2,PROD122070,Life,176267,7,No Claim
196914463217,PROD122077,General,240522,9,No Claim
CUS5W9D6M895FA1,PROD122080,General,77187,17,No Claim
CUS7BGU51G5715V,PROD122083,General,95508,19,No Claim
CUSNWAC1ZWB4QWS,PROD122094,Health,178813,6,No Claim
CUSIN91BA7VDVK9,PROD122095,General,137666,8,No Claim
CUS9P3MBB0DN1KJ,PROD122103,Life,163181,24,No Claim
208475435880,PROD122107,Health,176480,21,No Claim
CUSRMRZIOL4QS3M,PROD122109,General,189508,10,No Claim
CUS72ELC7R553WY,PROD122111,Life,146910,5,No Claim
CUSAZPT8V0TGTM5,PROD122119,Health,68938,21,No Claim
CUSEVG09UIOPMMY,PROD122124,General,227674,21,No Claim
CUS2C5UN97BNYU8,PROD122130,Life,240318,20,No Claim
CUSU50B7IOOIUTN,PROD122143,General,198759,21,No Claim
CUSCN7T1A9E61A2,PROD122154,Health,166208,7,No Claim
CUS3KZ4NGU3PDLA,PROD122155,General,147821,6,No Claim
CUSBMNB5VYMWSNM,PROD122156,General,230331,6,No Claim
CUSKB19GS2UTTS6,PROD122158,Health,98412,25,No Claim
CUSR2GVZ86GX6A2,PROD122159,Health,168845,15,No Claim
CUSOZ3UP70QNIQC,PROD122167,Life,206407,10,No Claim
CUSYPJTLAI4XOD6,PROD122169,Life,188174,7,No Claim
844469929176,PROD122173,Life,200281,21,No Claim
CUSTU2K1R8WJHC9,PROD122179,Health,73860,18,No Claim
CUSANAPDAE7SKGJ,PROD122181,Life,97928,13,No Claim
CUSZX37WYIASWRY,PROD122185,Health,207274,23,No Claim
CUS654IZ6KDL7NW,PROD122186,General,25878,18,No Claim
CUSU2ZM22OUWB3J,PROD122189,General,53848,18,No Claim
CUSSXI57OZJ5D64,PROD122193,Life,197984,21,No Claim
CUSVH7RHEEQL4CG,PROD122198,Life,37275,15,Claim Filed
CUSCT0IGZ4ZIBZC,PROD122221,Life,239971,7,No Claim
CUSIFPOUDQQY1L0,PROD122223,General,51647,22,No Claim
CUSIQJPLVEL38WI,PROD122224,Health,174093,17,No Claim
CUSCUGKAZ1PAI9S,PROD122233,Life,199444,13,No Claim
CUSJP5DC39UJW1T,PROD122240,General,51586,9,No Claim
685909491921,PROD122247,Health,242487,17,No Claim
CUS679797VUMX01,PROD122253,General,125684,21,No Claim
CUSEWIXIR8A42VL,PROD122254,General,168539,22,No Claim
789427725748,PROD122255,Health,138812,15,No Claim
CUSU2TJ6H0PA1K7,PROD122260,Life,223457,10,No Claim
CUS0UA4RZABH3VE,PROD122267,Health,191198,21,No Claim
CUS13H6Y8UAEJUN,PROD122268,General,198050,24,No Claim
CUS6AZYLXV8K9EB,PROD122273,Health,215919,14,No Claim
CUSZ6A6M1N7XQ7L,PROD122277,Health,182486,16,No Claim
CUSXWR04W8ZGE0X,PROD122283,General,156973,14,No Claim
CUSI9X7W6MNPZX3,PROD122287,General,49547,18,No Claim
CUSO34H3FFZB5BA,PROD122292,General,170138,12,No Claim
CUS9GBJM3NEEOUO,PROD122293,Health,183458,21,No Claim
CUSST0QGR0TEO6N,PROD122301,Life,136857,7,No Claim
CUSKUPBZBEKB0PJ,PROD122304,Health,218665,12,No Claim
212461530926,PROD122313,Health,189872,22,No Claim
CUS5FE89VSXDX5I,PROD122315,General,72984,11,No Claim
CUSI9AEL4STFJ9J,PROD122316,General,79518,20,No Claim
CUS4F63D42IBLMW,PROD122324,General,117743,19,No Claim
CUSSLOLMVFAUAEA,PROD122325,General,43613,12,No Claim
CUSEVKENCPON439,PROD122328,Health,82876,8,Claim Settled
CUSRN8HCNS4PJY9,PROD122329,Life,30941,15,No Claim
CUS8S9RB91TK9J1,PROD122330,Health,42855,19,No Claim
CUSDFR2JF6NSU3O,PROD122335,Life,109617,21,No Claim
CUSRYKHZP7VA3ER,PROD122336,General,46053,14,No Claim
CUSCOGLQ9EANJMN,PROD122349,Health,126259,8,No Claim
CUSZVN5HFN0DW1P,PROD122351,Health,173858,22,No Claim
CUSBC3OGF9FTBFA,PROD122352,Life,58290,17,No Claim
CUSCFMH8AA1OKIW,PROD122360,Life,113072,9,No Claim
CUSD85QCQ4XEZX5,PROD122372,General,102481,25,No Claim
CUSIJKT7E0U5NTH,PROD122373,General,154163,10,No Claim
CUS722K3NH8138U,PROD122382,Life,142847,6,No Claim
CUSSM8QKR05RS1C,PROD122389,Health,121631,13,No Claim
CUSXIHXZM79V9VW,PROD122392,Health,76025,24,No Claim
CUSDMMNWX0L33ST,PROD122396,General,207150,18,No Claim
CUSI24RMJU1ZE50,PROD122398,General,118046,24,No Claim
904635585158,PROD122404,Life,211587,25,No Claim
CUS4A1I7QM7AC7R,PROD122405,General,184071,16,No Claim
CUS9QESJWK52SXW,PROD122406,General,69638,18,No Claim
CUSUZRYD1PV9FAA,PROD122409,Life,212242,18,No Claim
CUSSTAC8P8T1QMN,PROD122410,General,102718,14,No Claim
902980338417,PROD122415,General,82681,14,No Claim
CUSEJ5PM2X3O8VI,PROD122422,Life,249749,9,No Claim
CUSLEJ8NMLUZAWL,PROD122433,Health,72301,22,No Claim
CUSAYFJ6O38LU26,PROD122435,Health,225671,12,No Claim
CUSZPGEHLF7JMIR,PROD122436,Health,38642,10,No Claim
CUSANBB9QS66SZS,PROD122439,Health,237851,25,No Claim
324772792402,PROD122445,General,115973,19,No Claim
CUSE1FXUUAIZWZU,PROD122453,General,148646,19,No Claim
883583020258,PROD122457,Health,85383,18,No Claim
CUSXQ97NNAOWE3D,PROD122465,General,247274,21,No Claim
CUSPJZYG2CWIVDJ,PROD122478,Life,32508,22,No Claim
CUS8VYCIZ6PJAIZ,PROD122482,Health,153677,12,No Claim
CUSRVV6JTI6V7ZB,PROD122483,Life,172799,20,No Claim
CUSNMKPSRNBLHZM,PROD122485,Life,155291,7,Claim Settled
CUSNFZUWC8UDGB5,PROD122490,Health,192636,18,No Claim
CUS90L4RNQV3G5S,PROD122493,Health,169071,12,No Claim
CUSRMLQQ76VGEGM,PROD122502,General,206297,24,No Claim
572175857936,PROD122504,Health,53182,13,Claim Settled
CUS9EROTP8RNN79,PROD122507,Life,63609,23,No Claim
CUSM1W2EKPDVVJQ,PROD122509,General,141775,18,No Claim
CUSUT9EENULMKUE,PROD122517,General,116830,17,No Claim
CUSILXYSMYJ4HOW,PROD122520,General,134778,24,No Claim
CUS6L9X3E4TMQWE,PROD122526,General,92969,16,No Claim
CUSSTIX3SZLVPC5,PROD122530,General,89486,21,No Claim
CUSFQNBKOOGD1I3,PROD122532,Health,212861,25,No Claim
CUSJZ1X76508283,PROD122539,Life,84765,10,No Claim
