Customer/Merchant ID,Lead Source,Lead Status,Follow-up Date,Remarks
YESB62027271,Digital Campaign,Converted,2024-07-05 00:00:00,Interested in HL
YESB34331625,Digital Campaign,In Progress,2024-08-14 00:00:00,KYC Pending
YESB61843917,Walk-in,Lost,2024-04-11 00:00:00,Wait for salary credit
YESB34021121,Digital Campaign,Lost,2024-03-28 00:00:00,KYC Pending
YESB66779324,Referral,In Progress,2024-06-23 00:00:00,Wait for salary credit
YESB46936613,Referral,In Progress,2024-03-18 00:00:00,Interested in HL
YESB37263494,Walk-in,In Progress,2024-10-17 00:00:00,Wait for salary credit
YESB37171943,Digital Campaign,In Progress,2024-05-28 00:00:00,Wait for salary credit
YESB54655696,Referral,Converted,2024-06-06 00:00:00,KYC Pending
YESB76576212,Walk-in,Lost,2024-12-16 00:00:00,KYC Pending
YESB32790902,Digital Campaign,Converted,2024-09-18 00:00:00,Called for FD
YESB36389633,Referral,Lost,2024-12-22 00:00:00,Called for FD
YESB56757575,Referral,Lost,2024-08-21 00:00:00,Called for FD
YESB78296090,Referral,In Progress,2024-12-30 00:00:00,Interested in HL
YESB32357111,Digital Campaign,Converted,2024-05-27 00:00:00,Interested in HL
YESB66418760,Walk-in,Converted,2024-02-21 00:00:00,Wait for salary credit
YESB69259571,Walk-in,Lost,2024-04-23 00:00:00,Wait for salary credit
YESB62878311,Digital Campaign,In Progress,2024-01-07 00:00:00,Wait for salary credit
YESB71954474,Referral,In Progress,2024-08-20 00:00:00,Interested in HL
YESB82662200,Referral,Lost,2024-07-06 00:00:00,Called for FD
YESB62557526,Walk-in,In Progress,2024-12-04 00:00:00,KYC Pending
YESB57088469,Walk-in,Converted,2024-01-14 00:00:00,Interested in HL
YESB47033030,Walk-in,In Progress,2024-04-03 00:00:00,Called for FD
YESB47500565,Digital Campaign,In Progress,2024-01-27 00:00:00,Interested in HL
YESB95341508,Digital Campaign,Lost,2024-11-13 00:00:00,KYC Pending
YESB98417661,Walk-in,Lost,2024-02-26 00:00:00,Called for FD
YESB23653012,Referral,Converted,2024-12-16 00:00:00,Interested in HL
YESB32230570,Walk-in,Lost,2024-10-03 00:00:00,Called for FD
YESB49412868,Walk-in,Lost,2024-04-29 00:00:00,KYC Pending
YESB71374286,Referral,Converted,2024-01-25 00:00:00,KYC Pending
YESB81086088,Referral,In Progress,2024-08-10 00:00:00,Wait for salary credit
YESB89258911,Digital Campaign,In Progress,2024-04-30 00:00:00,Called for FD
YESB35747481,Referral,Converted,2024-07-27 00:00:00,Wait for salary credit
YESB34954891,Referral,Lost,2024-03-29 00:00:00,Interested in HL
YESB91032325,Walk-in,Converted,2024-08-08 00:00:00,Called for FD
YESB17105674,Referral,Lost,2024-07-23 00:00:00,Interested in HL
YESB25361059,Referral,Lost,2024-12-17 00:00:00,Called for FD
YESB14953565,Digital Campaign,Converted,2024-07-15 00:00:00,Interested in HL
YESB79353821,Walk-in,In Progress,2024-06-06 00:00:00,Interested in HL
YESB53576012,Digital Campaign,Lost,2024-11-30 00:00:00,Interested in HL
YESB52663458,Digital Campaign,Converted,2024-08-25 00:00:00,KYC Pending
YESB25877176,Referral,In Progress,2024-02-07 00:00:00,Wait for salary credit
YESB22011150,Digital Campaign,Converted,2024-03-06 00:00:00,KYC Pending
YESB72890981,Digital Campaign,Lost,2024-02-28 00:00:00,Called for FD
YESB73974875,Walk-in,In Progress,2024-09-28 00:00:00,Wait for salary credit
YESB32704580,Walk-in,Converted,2024-11-02 00:00:00,Wait for salary credit
YESB27673357,Digital Campaign,In Progress,2024-10-02 00:00:00,Called for FD
YESB16159378,Digital Campaign,Lost,2024-03-28 00:00:00,Called for FD
YESB92146364,Referral,In Progress,2024-01-03 00:00:00,Interested in HL
YESB62855085,Digital Campaign,In Progress,2024-10-11 00:00:00,Interested in HL
YESB94488819,Digital Campaign,Converted,2024-08-15 00:00:00,KYC Pending
YESB74656185,Walk-in,In Progress,2024-02-27 00:00:00,Wait for salary credit
YESB85711495,Digital Campaign,In Progress,2024-11-05 00:00:00,Interested in HL
YESB93602536,Walk-in,In Progress,2024-09-27 00:00:00,KYC Pending
YESB66188792,Digital Campaign,Converted,2024-02-08 00:00:00,Interested in HL
YESB22886353,Walk-in,Lost,2024-01-28 00:00:00,Interested in HL
YESB31893343,Referral,Converted,2024-12-09 00:00:00,Called for FD
YESB27499071,Walk-in,Lost,2024-05-01 00:00:00,Interested in HL
YESB86733389,Referral,Lost,2024-01-04 00:00:00,Interested in HL
YESB27991988,Referral,In Progress,2024-06-09 00:00:00,KYC Pending
YESB14823596,Walk-in,In Progress,2024-05-08 00:00:00,Called for FD
YESB51731329,Digital Campaign,Converted,2024-11-02 00:00:00,Interested in HL
YESB51877189,Referral,In Progress,2024-04-24 00:00:00,Wait for salary credit
YESB76067743,Walk-in,In Progress,2024-09-17 00:00:00,Interested in HL
YESB64283559,Digital Campaign,Lost,2024-03-28 00:00:00,Wait for salary credit
YESB16444379,Walk-in,Converted,2024-01-16 00:00:00,KYC Pending
YESB39969961,Digital Campaign,In Progress,2024-02-20 00:00:00,Called for FD
YESB92963974,Referral,Lost,2024-05-03 00:00:00,Called for FD
YESB27504969,Referral,In Progress,2024-04-19 00:00:00,Called for FD
YESB29171071,Walk-in,Converted,2024-01-13 00:00:00,Interested in HL
YESB20885098,Walk-in,Lost,2024-03-14 00:00:00,Wait for salary credit
YESB42240597,Walk-in,In Progress,2024-04-25 00:00:00,Interested in HL
YESB38841497,Walk-in,In Progress,2024-12-08 00:00:00,KYC Pending
YESB92091762,Walk-in,In Progress,2024-06-10 00:00:00,Called for FD
YESB75736893,Walk-in,Lost,2024-03-18 00:00:00,Wait for salary credit
YESB11678487,Referral,In Progress,2024-06-21 00:00:00,KYC Pending
YESB32488000,Walk-in,Lost,2024-05-02 00:00:00,Called for FD
YESB34523706,Walk-in,Lost,2024-11-26 00:00:00,KYC Pending
YESB89200035,Digital Campaign,Converted,2024-04-19 00:00:00,Wait for salary credit
YESB78092076,Walk-in,Converted,2024-06-14 00:00:00,Interested in HL
YESB48034424,Walk-in,In Progress,2024-03-30 00:00:00,KYC Pending
YESB64553451,Walk-in,Converted,2024-02-27 00:00:00,Interested in HL
YESB83814389,Digital Campaign,Lost,2024-07-10 00:00:00,Wait for salary credit
YESB25507469,Digital Campaign,Converted,2024-01-15 00:00:00,Wait for salary credit
YESB88221570,Digital Campaign,In Progress,2024-12-25 00:00:00,Wait for salary credit
YESB52652382,Walk-in,In Progress,2024-07-22 00:00:00,Called for FD
YESB53576012,Digital Campaign,In Progress,2024-08-29 00:00:00,Called for FD
YESB97964038,Walk-in,In Progress,2024-08-03 00:00:00,Interested in HL
YESB58179115,Digital Campaign,In Progress,2024-11-13 00:00:00,Wait for salary credit
YESB28372303,Digital Campaign,In Progress,2024-02-06 00:00:00,Wait for salary credit
YESB44866580,Digital Campaign,In Progress,2024-05-13 00:00:00,Wait for salary credit
YESB87111040,Referral,Converted,2024-09-16 00:00:00,Interested in HL
YESB13952844,Walk-in,Lost,2024-08-10 00:00:00,KYC Pending
YESB62625371,Digital Campaign,Lost,2024-05-24 00:00:00,Wait for salary credit
YESB50123242,Referral,Lost,2024-09-29 00:00:00,Wait for salary credit
YESB42427870,Walk-in,Lost,2024-05-13 00:00:00,Called for FD
YESB35216290,Referral,Lost,2024-08-18 00:00:00,Called for FD
YESB64666123,Referral,In Progress,2024-09-08 00:00:00,Interested in HL
YESB87951978,Walk-in,In Progress,2024-03-01 00:00:00,Called for FD
YESB54961132,Walk-in,Converted,2024-04-06 00:00:00,Interested in HL
YESB25813916,Digital Campaign,Converted,2024-11-01 00:00:00,Wait for salary credit
YESB53432572,Referral,Converted,2024-11-17 00:00:00,Interested in HL
YESB50033525,Digital Campaign,In Progress,2024-03-06 00:00:00,Interested in HL
YESB34227663,Digital Campaign,Converted,2024-08-24 00:00:00,Wait for salary credit
YESB42293039,Walk-in,In Progress,2024-11-17 00:00:00,KYC Pending
YESB64168777,Walk-in,In Progress,2024-02-18 00:00:00,Interested in HL
YESB85875556,Walk-in,Converted,2024-02-10 00:00:00,Interested in HL
YESB60034418,Walk-in,In Progress,2024-02-21 00:00:00,Called for FD
YESB86840874,Digital Campaign,Lost,2024-01-01 00:00:00,Interested in HL
YESB53984837,Digital Campaign,Converted,2024-11-07 00:00:00,Wait for salary credit
YESB67912105,Walk-in,Lost,2024-08-23 00:00:00,KYC Pending
YESB11597521,Walk-in,Converted,2024-02-10 00:00:00,Called for FD
YESB83831855,Referral,Lost,2024-05-09 00:00:00,KYC Pending
YESB41202024,Referral,Converted,2024-05-26 00:00:00,KYC Pending
YESB19166281,Digital Campaign,Converted,2024-10-12 00:00:00,KYC Pending
YESB62902236,Walk-in,In Progress,2024-08-27 00:00:00,Called for FD
YESB21233725,Referral,Lost,2024-06-12 00:00:00,KYC Pending
YESB65742131,Walk-in,Converted,2024-08-25 00:00:00,Called for FD
YESB80265216,Walk-in,Converted,2024-07-26 00:00:00,Called for FD
YESB26228974,Digital Campaign,Converted,2024-07-26 00:00:00,KYC Pending
YESB36934011,Digital Campaign,In Progress,2024-09-27 00:00:00,Wait for salary credit
YESB38042948,Walk-in,Converted,2024-10-04 00:00:00,Called for FD
YESB98538399,Referral,Lost,2024-10-28 00:00:00,Interested in HL
YESB50537928,Walk-in,Converted,2024-06-15 00:00:00,Called for FD
YESB23167512,Walk-in,Lost,2024-02-03 00:00:00,Wait for salary credit
YESB57780554,Referral,Lost,2024-11-24 00:00:00,Interested in HL
YESB83645690,Walk-in,Converted,2024-07-04 00:00:00,Interested in HL
YESB13738174,Digital Campaign,In Progress,2024-04-10 00:00:00,Interested in HL
YESB78562608,Referral,In Progress,2024-08-19 00:00:00,Interested in HL
YESB88476234,Walk-in,In Progress,2024-07-23 00:00:00,KYC Pending
YESB95478189,Digital Campaign,Converted,2024-09-04 00:00:00,Interested in HL
YESB88429413,Walk-in,In Progress,2024-07-23 00:00:00,Interested in HL
YESB33719759,Digital Campaign,Lost,2024-05-26 00:00:00,Wait for salary credit
YESB69326845,Walk-in,Lost,2024-02-09 00:00:00,KYC Pending
YESB25263198,Referral,Converted,2024-06-27 00:00:00,Called for FD
YESB67954290,Digital Campaign,In Progress,2024-02-05 00:00:00,Interested in HL
YESB59990613,Referral,Lost,2024-10-13 00:00:00,Called for FD
YESB84267108,Walk-in,Converted,2024-11-19 00:00:00,Called for FD
YESB67081855,Digital Campaign,In Progress,2024-02-19 00:00:00,Interested in HL
YESB51502717,Referral,In Progress,2024-04-11 00:00:00,Wait for salary credit
YESB69906543,Walk-in,Converted,2024-09-09 00:00:00,KYC Pending
YESB38387856,Walk-in,Converted,2024-09-02 00:00:00,Wait for salary credit
YESB91347212,Referral,Lost,2024-12-07 00:00:00,Called for FD
YESB50400166,Referral,Converted,2024-04-30 00:00:00,KYC Pending
YESB94895691,Referral,Lost,2024-04-23 00:00:00,KYC Pending
YESB63998951,Walk-in,In Progress,2024-01-13 00:00:00,Wait for salary credit
YESB63000914,Referral,Lost,2024-01-25 00:00:00,KYC Pending
YESB75112686,Walk-in,Converted,2024-08-14 00:00:00,Wait for salary credit
YESB20298188,Referral,In Progress,2024-08-12 00:00:00,KYC Pending
YESB99251078,Digital Campaign,In Progress,2024-12-04 00:00:00,Called for FD
YESB82415165,Digital Campaign,Lost,2024-06-16 00:00:00,KYC Pending
YESB73974819,Referral,In Progress,2024-03-31 00:00:00,Wait for salary credit
YESB49253056,Walk-in,In Progress,2024-03-30 00:00:00,Interested in HL
YESB33565219,Referral,Lost,2024-08-28 00:00:00,Called for FD
YESB64334489,Walk-in,Lost,2024-02-27 00:00:00,Called for FD
YESB89258911,Walk-in,In Progress,2024-10-25 00:00:00,Called for FD
YESB28770130,Walk-in,Converted,2024-05-23 00:00:00,KYC Pending
YESB92322040,Walk-in,Converted,2024-01-30 00:00:00,Interested in HL
YESB79844197,Walk-in,Converted,2024-10-19 00:00:00,Interested in HL
YESB16915037,Referral,Lost,2024-08-10 00:00:00,Interested in HL
YESB22652152,Walk-in,Converted,2024-10-22 00:00:00,Wait for salary credit
YESB11322524,Digital Campaign,In Progress,2024-09-12 00:00:00,Called for FD
YESB69730418,Walk-in,Converted,2024-04-07 00:00:00,Called for FD
YESB59274752,Walk-in,In Progress,2024-12-06 00:00:00,Called for FD
YESB24220217,Digital Campaign,In Progress,2024-04-23 00:00:00,KYC Pending
YESB84495061,Digital Campaign,Converted,2024-09-24 00:00:00,Wait for salary credit
YESB15665375,Referral,In Progress,2024-02-13 00:00:00,Called for FD
YESB33757018,Digital Campaign,Lost,2024-12-13 00:00:00,Called for FD
YESB33290186,Digital Campaign,Converted,2024-09-22 00:00:00,Interested in HL
YESB17544756,Walk-in,Converted,2024-10-15 00:00:00,KYC Pending
YESB12251659,Referral,In Progress,2024-07-10 00:00:00,Interested in HL
YESB40081551,Referral,Converted,2024-09-22 00:00:00,KYC Pending
YESB48643492,Digital Campaign,In Progress,2024-01-07 00:00:00,Called for FD
YESB97427013,Referral,Converted,2024-01-13 00:00:00,Interested in HL
YESB24376972,Walk-in,Converted,2024-04-20 00:00:00,Wait for salary credit
YESB71210634,Walk-in,Converted,2024-06-07 00:00:00,KYC Pending
YESB50997893,Digital Campaign,In Progress,2024-03-09 00:00:00,Called for FD
YESB24156868,Referral,In Progress,2024-12-26 00:00:00,Called for FD
YESB24460446,Referral,In Progress,2024-08-17 00:00:00,Called for FD
YESB31958717,Digital Campaign,Converted,2024-05-07 00:00:00,Called for FD
YESB68817724,Digital Campaign,Converted,2024-05-14 00:00:00,Interested in HL
YESB62005827,Digital Campaign,Lost,2024-06-18 00:00:00,Wait for salary credit
YESB99323187,Digital Campaign,In Progress,2024-06-24 00:00:00,Interested in HL
YESB57868861,Digital Campaign,Lost,2024-08-07 00:00:00,Wait for salary credit
YESB61023267,Referral,Converted,2024-07-31 00:00:00,Interested in HL
YESB68291125,Referral,Converted,2024-12-01 00:00:00,Wait for salary credit
YESB33860497,Digital Campaign,Converted,2024-02-09 00:00:00,Wait for salary credit
YESB19280827,Walk-in,Converted,2024-04-14 00:00:00,KYC Pending
YESB24250190,Digital Campaign,In Progress,2024-12-19 00:00:00,Called for FD
YESB27370553,Referral,Lost,2024-03-19 00:00:00,KYC Pending
YESB42588081,Referral,Converted,2024-10-28 00:00:00,Interested in HL
YESB90452416,Referral,In Progress,2024-01-25 00:00:00,Called for FD
YESB58164870,Walk-in,In Progress,2024-05-13 00:00:00,Interested in HL
YESB50944585,Walk-in,Lost,2024-11-17 00:00:00,KYC Pending
YESB31388727,Digital Campaign,Lost,2024-01-15 00:00:00,Interested in HL
YESB40937604,Walk-in,Lost,2024-11-01 00:00:00,Interested in HL
YESB87478077,Digital Campaign,In Progress,2024-01-27 00:00:00,KYC Pending
YESB23226535,Referral,Lost,2024-08-15 00:00:00,KYC Pending
YESB53529847,Digital Campaign,Lost,2024-04-02 00:00:00,Interested in HL
YESB21612734,Walk-in,Converted,2024-03-29 00:00:00,Interested in HL
YESB72414759,Digital Campaign,Converted,2024-04-17 00:00:00,Called for FD
YESB66687471,Digital Campaign,In Progress,2024-07-30 00:00:00,KYC Pending
YESB68833113,Referral,Converted,2024-04-12 00:00:00,Interested in HL
YESB27011396,Digital Campaign,In Progress,2024-05-28 00:00:00,KYC Pending
YESB56768957,Referral,Lost,2024-01-26 00:00:00,Interested in HL
YESB99638971,Walk-in,In Progress,2024-11-12 00:00:00,Called for FD
YESB67927350,Referral,Lost,2024-07-23 00:00:00,Interested in HL
YESB13253340,Walk-in,Lost,2024-10-16 00:00:00,Wait for salary credit
YESB15565808,Referral,Lost,2024-03-09 00:00:00,Wait for salary credit
YESB60565650,Walk-in,In Progress,2024-03-27 00:00:00,Interested in HL
YESB44190636,Referral,Lost,2024-02-28 00:00:00,Called for FD
YESB74675029,Walk-in,Converted,2024-11-22 00:00:00,Interested in HL
YESB53155083,Walk-in,Converted,2024-01-20 00:00:00,Interested in HL
YESB79170982,Digital Campaign,Lost,2024-03-21 00:00:00,Called for FD
YESB24279060,Digital Campaign,Converted,2024-02-08 00:00:00,Called for FD
YESB70568205,Walk-in,In Progress,2024-07-23 00:00:00,Wait for salary credit
YESB33638444,Referral,In Progress,2024-04-05 00:00:00,KYC Pending
YESB93314830,Referral,Converted,2024-06-15 00:00:00,KYC Pending
YESB54279767,Digital Campaign,Converted,2024-10-16 00:00:00,Called for FD
YESB55981685,Walk-in,In Progress,2024-09-02 00:00:00,KYC Pending
YESB41205698,Walk-in,In Progress,2024-05-05 00:00:00,KYC Pending
YESB68507483,Walk-in,Converted,2024-11-26 00:00:00,Called for FD
YESB11218884,Digital Campaign,In Progress,2024-09-21 00:00:00,KYC Pending
YESB98354697,Walk-in,In Progress,2024-03-04 00:00:00,KYC Pending
YESB75386041,Referral,Lost,2024-05-04 00:00:00,KYC Pending
YESB54736954,Digital Campaign,In Progress,2024-07-05 00:00:00,Called for FD
YESB92987798,Referral,Lost,2024-05-30 00:00:00,Interested in HL
YESB79220873,Walk-in,In Progress,2024-09-21 00:00:00,Interested in HL
YESB39329128,Referral,Converted,2024-01-20 00:00:00,Wait for salary credit
YESB21692047,Digital Campaign,Lost,2024-03-07 00:00:00,Interested in HL
YESB11018256,Digital Campaign,Converted,2024-04-24 00:00:00,KYC Pending
YESB41303084,Referral,In Progress,2024-10-02 00:00:00,Interested in HL
YESB87197884,Walk-in,In Progress,2024-11-20 00:00:00,Wait for salary credit
YESB50789007,Referral,Lost,2024-10-03 00:00:00,Interested in HL
YESB28734892,Walk-in,In Progress,2024-08-02 00:00:00,KYC Pending
YESB94384808,Referral,Lost,2024-12-09 00:00:00,Interested in HL
YESB84691904,Referral,Converted,2024-12-09 00:00:00,KYC Pending
YESB21359361,Referral,Converted,2024-04-22 00:00:00,Wait for salary credit
YESB67946053,Walk-in,Converted,2024-08-21 00:00:00,Interested in HL
YESB35177250,Digital Campaign,Lost,2024-06-24 00:00:00,KYC Pending
YESB12185668,Digital Campaign,Converted,2024-09-24 00:00:00,Called for FD
YESB22277138,Walk-in,Converted,2024-03-27 00:00:00,Interested in HL
YESB90636695,Digital Campaign,In Progress,2024-04-21 00:00:00,KYC Pending
YESB69474211,Referral,In Progress,2024-01-16 00:00:00,Wait for salary credit
YESB59176552,Digital Campaign,In Progress,2024-06-23 00:00:00,KYC Pending
YESB56842295,Walk-in,Converted,2024-04-05 00:00:00,Interested in HL
YESB31898338,Referral,Lost,2024-04-19 00:00:00,Called for FD
YESB10878609,Walk-in,Converted,2024-11-04 00:00:00,Wait for salary credit
YESB51914095,Referral,Converted,2024-04-07 00:00:00,Wait for salary credit
YESB13612817,Digital Campaign,Lost,2024-11-03 00:00:00,Wait for salary credit
YESB30982575,Digital Campaign,In Progress,2024-05-26 00:00:00,Wait for salary credit
YESB35129067,Walk-in,Converted,2024-08-12 00:00:00,Wait for salary credit
YESB59507416,Digital Campaign,In Progress,2024-12-10 00:00:00,Called for FD
YESB42297286,Walk-in,In Progress,2024-02-11 00:00:00,KYC Pending
YESB17681254,Referral,Converted,2024-11-17 00:00:00,Called for FD
YESB85523617,Walk-in,Lost,2024-12-30 00:00:00,Interested in HL
YESB48488169,Referral,Converted,2024-01-19 00:00:00,Called for FD
YESB31670851,Walk-in,Converted,2024-06-20 00:00:00,Called for FD
YESB53421834,Walk-in,In Progress,2024-07-08 00:00:00,Wait for salary credit
YESB71210634,Digital Campaign,Lost,2024-05-24 00:00:00,Called for FD
YESB32812243,Referral,Lost,2024-12-03 00:00:00,Wait for salary credit
YESB55905337,Digital Campaign,Lost,2024-08-12 00:00:00,Interested in HL
YESB82463864,Digital Campaign,In Progress,2024-02-29 00:00:00,Wait for salary credit
YESB48707078,Digital Campaign,In Progress,2024-03-30 00:00:00,KYC Pending
YESB17183486,Referral,Converted,2024-07-27 00:00:00,Called for FD
YESB12354618,Digital Campaign,In Progress,2024-12-09 00:00:00,KYC Pending
YESB58633602,Walk-in,Lost,2024-06-26 00:00:00,KYC Pending
YESB92343085,Walk-in,Lost,2024-03-14 00:00:00,Wait for salary credit
YESB98390766,Digital Campaign,In Progress,2024-06-13 00:00:00,Called for FD
YESB72332603,Digital Campaign,Lost,2024-02-09 00:00:00,Called for FD
YESB31019382,Digital Campaign,In Progress,2024-05-19 00:00:00,Wait for salary credit
YESB94095198,Referral,Lost,2024-08-25 00:00:00,Wait for salary credit
YESB73644746,Referral,In Progress,2024-07-13 00:00:00,Called for FD
YESB75433926,Referral,Converted,2024-09-21 00:00:00,Called for FD
YESB73979316,Referral,Lost,2024-10-17 00:00:00,Wait for salary credit
YESB39251733,Walk-in,Converted,2024-03-18 00:00:00,Interested in HL
YESB15374719,Referral,Lost,2024-08-06 00:00:00,Called for FD
YESB87193027,Digital Campaign,In Progress,2024-11-03 00:00:00,Called for FD
YESB90679192,Referral,Lost,2024-02-12 00:00:00,Wait for salary credit
YESB61903891,Walk-in,In Progress,2024-06-11 00:00:00,Interested in HL
YESB78868490,Digital Campaign,In Progress,2024-07-16 00:00:00,Called for FD
YESB91518701,Referral,Converted,2024-01-23 00:00:00,KYC Pending
YESB57987105,Digital Campaign,Lost,2024-02-23 00:00:00,Called for FD
YESB91668402,Referral,Converted,2024-08-18 00:00:00,Interested in HL
YESB34552385,Digital Campaign,In Progress,2024-06-11 00:00:00,KYC Pending
YESB60031337,Walk-in,Lost,2024-05-07 00:00:00,Wait for salary credit
YESB88991242,Referral,Lost,2024-05-26 00:00:00,Called for FD
YESB64469792,Walk-in,Lost,2024-02-14 00:00:00,Interested in HL
YESB21365394,Digital Campaign,In Progress,2024-11-07 00:00:00,Called for FD
YESB89736652,Walk-in,In Progress,2024-05-09 00:00:00,Called for FD
YESB98953784,Walk-in,Converted,2024-05-23 00:00:00,KYC Pending
YESB22718404,Walk-in,Lost,2024-12-05 00:00:00,Interested in HL
YESB20554670,Digital Campaign,Converted,2024-01-15 00:00:00,Called for FD
YESB30257757,Referral,Lost,2024-05-30 00:00:00,Interested in HL
YESB79059914,Referral,Lost,2024-11-17 00:00:00,KYC Pending
YESB18150111,Referral,In Progress,2024-04-03 00:00:00,Interested in HL
YESB26351828,Walk-in,Converted,2024-06-28 00:00:00,Called for FD
YESB20735596,Walk-in,Lost,2024-05-29 00:00:00,Called for FD
YESB38804381,Digital Campaign,In Progress,2024-09-27 00:00:00,KYC Pending
YESB13021585,Walk-in,In Progress,2024-07-01 00:00:00,Called for FD
YESB68305566,Digital Campaign,Converted,2024-09-06 00:00:00,Interested in HL
YESB88352102,Referral,Lost,2024-12-13 00:00:00,Called for FD
YESB46189649,Digital Campaign,Lost,2024-05-17 00:00:00,Called for FD
YESB45052535,Walk-in,Converted,2024-03-31 00:00:00,Wait for salary credit
YESB26156331,Walk-in,Converted,2024-11-29 00:00:00,Wait for salary credit
YESB82378623,Referral,In Progress,2024-12-19 00:00:00,Called for FD
YESB74378461,Walk-in,Converted,2024-09-15 00:00:00,Called for FD
YESB39380999,Digital Campaign,Lost,2024-07-07 00:00:00,Interested in HL
YESB14428068,Digital Campaign,Converted,2024-11-13 00:00:00,Interested in HL
YESB32170920,Referral,In Progress,2024-07-30 00:00:00,KYC Pending
YESB92053901,Walk-in,Converted,2024-01-01 00:00:00,Interested in HL
YESB92800285,Walk-in,Converted,2024-12-06 00:00:00,Wait for salary credit
YESB66211688,Referral,Lost,2024-07-17 00:00:00,Wait for salary credit
YESB29850833,Walk-in,In Progress,2024-10-21 00:00:00,Wait for salary credit
YESB62706051,Walk-in,Lost,2024-06-09 00:00:00,Called for FD
YESB92959416,Referral,Converted,2024-02-12 00:00:00,Wait for salary credit
YESB69022706,Referral,Lost,2024-10-13 00:00:00,Interested in HL
YESB60224848,Digital Campaign,In Progress,2024-06-03 00:00:00,KYC Pending
YESB69552935,Referral,Converted,2024-02-21 00:00:00,Interested in HL
YESB13352619,Walk-in,Lost,2024-12-10 00:00:00,KYC Pending
YESB54036965,Walk-in,Converted,2024-12-17 00:00:00,Interested in HL
YESB52006043,Digital Campaign,Lost,2024-05-06 00:00:00,KYC Pending
YESB12956929,Walk-in,Converted,2024-12-13 00:00:00,Wait for salary credit
YESB65867926,Referral,Converted,2024-08-04 00:00:00,Wait for salary credit
YESB16114326,Walk-in,Lost,2024-02-20 00:00:00,KYC Pending
YESB82456780,Digital Campaign,Converted,2024-03-27 00:00:00,KYC Pending
YESB77665243,Walk-in,Lost,2024-01-04 00:00:00,Interested in HL
YESB73494543,Referral,In Progress,2024-02-06 00:00:00,Called for FD
YESB64547626,Digital Campaign,Lost,2024-05-08 00:00:00,Called for FD
YESB24432865,Walk-in,Lost,2024-08-02 00:00:00,Wait for salary credit
YESB13555928,Walk-in,Converted,2024-04-19 00:00:00,Interested in HL
YESB75083745,Digital Campaign,Lost,2024-03-18 00:00:00,Wait for salary credit
YESB14652634,Digital Campaign,Lost,2024-01-11 00:00:00,Interested in HL
YESB80079689,Referral,In Progress,2024-07-26 00:00:00,Interested in HL
YESB82754369,Walk-in,Converted,2024-02-29 00:00:00,Interested in HL
YESB73827968,Digital Campaign,Converted,2024-04-13 00:00:00,Interested in HL
YESB21000778,Walk-in,In Progress,2024-03-27 00:00:00,Wait for salary credit
YESB79324833,Referral,In Progress,2024-11-16 00:00:00,Interested in HL
YESB44247336,Walk-in,In Progress,2024-10-26 00:00:00,Wait for salary credit
YESB50244284,Digital Campaign,Lost,2024-05-29 00:00:00,Interested in HL
YESB42896941,Digital Campaign,Lost,2024-02-24 00:00:00,KYC Pending
YESB64116020,Digital Campaign,Converted,2024-02-16 00:00:00,Wait for salary credit
YESB24322475,Digital Campaign,Converted,2024-03-28 00:00:00,Called for FD
YESB11432836,Walk-in,Lost,2024-03-19 00:00:00,Interested in HL
YESB91595775,Digital Campaign,Lost,2024-02-25 00:00:00,Wait for salary credit
YESB47782017,Digital Campaign,Converted,2024-01-06 00:00:00,Wait for salary credit
YESB13512715,Referral,In Progress,2024-10-29 00:00:00,KYC Pending
YESB95864310,Digital Campaign,Lost,2024-01-29 00:00:00,Called for FD
YESB84952136,Referral,Converted,2024-03-06 00:00:00,Called for FD
YESB22760545,Walk-in,In Progress,2024-09-20 00:00:00,Called for FD
YESB40015812,Walk-in,Lost,2024-09-08 00:00:00,Called for FD
YESB64189134,Referral,Lost,2024-03-28 00:00:00,Called for FD
YESB57989942,Walk-in,Lost,2024-02-21 00:00:00,Interested in HL
YESB84632562,Referral,In Progress,2024-08-25 00:00:00,Wait for salary credit
YESB20529052,Referral,In Progress,2024-10-15 00:00:00,KYC Pending
YESB60447123,Walk-in,Lost,2024-02-22 00:00:00,Interested in HL
YESB31557133,Walk-in,In Progress,2024-09-12 00:00:00,KYC Pending
YESB84551442,Digital Campaign,In Progress,2024-10-03 00:00:00,Wait for salary credit
YESB58196291,Walk-in,Converted,2024-09-26 00:00:00,Called for FD
YESB66064486,Walk-in,Lost,2024-09-02 00:00:00,Wait for salary credit
YESB40537150,Referral,In Progress,2024-09-25 00:00:00,Wait for salary credit
YESB47029327,Digital Campaign,Lost,2024-08-07 00:00:00,Wait for salary credit
YESB55394028,Referral,Lost,2024-10-21 00:00:00,KYC Pending
YESB69102037,Walk-in,Converted,2024-12-13 00:00:00,KYC Pending
YESB94180236,Walk-in,Lost,2024-02-15 00:00:00,KYC Pending
YESB52368346,Digital Campaign,Lost,2024-07-30 00:00:00,Interested in HL
YESB73032771,Referral,Converted,2024-03-28 00:00:00,KYC Pending
YESB49786974,Referral,Converted,2024-07-13 00:00:00,Called for FD
YESB26750269,Referral,Converted,2024-10-25 00:00:00,Called for FD
YESB23128396,Walk-in,In Progress,2024-04-26 00:00:00,Interested in HL
YESB41463432,Walk-in,Converted,2024-04-21 00:00:00,Wait for salary credit
